English word,Katakana word,Google Translate
chevali,シェバリエ,Chevalier
all,オール,All
glan,グレン,Glen
dies,ディエス,Diez
nv,ヴァイスヴァイン,Weiss Vine
vigneron,ローヌ,Rhone
sale,ラウ,Lau
rechenna,ユニオン,Union
lazanou,ラザノウ,Razanou
lies,ルソー,Rousseau
segonzac,セゴンザック,Segonzakku
valpolicella,コル,Coll
gold,オールド,Old
vignes,ブサンスノ,Busansuno
occhini,オッチーニ,Otchini
diomede,ディオメーデ,Diomede
sec,ドゥミセック,Do~umisekku
barossa,シラーズ,Shiraz
luraule,ルー,Lou
blass,リース,Lease
camporone,カンポローネ,Kanporone
apple,アップル,Apple
grand,ティスランド,Tisserand
vin,ヴィオネ,Vu~ione
acinatico,アチナーティコ,Achinatiko
toralco,トラルコ,Toraruko
version,アンナズ,Anna
battle,バトル,Battle
fog,フォグ,Fog
coup,ペ,Bae
nobori,ノボリ,Novoli
gvb,カーヴ,Carve
barta,バルタ,Balta
collio,コリオ,Corio
sacrisassi,サクリサッシ,Sakurisasshi
takaha,タカハ,Takaha
ruwer,ノワール,Noir
marimonrena,マリモレーナ,Marimorena
verier,ヴェリエ,Vu~erie
reyane,レイヤンヌ,Reiyan'nu
doll,ドール,Dole
young,ミュジニ,Myujini
focus,フォーカス,Focus
pearsons,ピアソンズ,Piasonzu
davelin,ダヴラン,Davuran
roar,ロアー,Lore
ab,ラベイ,Abbaye
vionta,ビオンタ,Bionta
granddad,ダッド,Dadd
likos,リコス,Rikosu
armelle,メール,Email
sale,エリオ,Elio
del,デルフィラーレ,Delphi Centrale
glenmorangie,グレンモーレンジィ,Glenmorangie
macdonald,サンディマクドナルド,Sandy McDonald
valdeinfante,ヴァルデインファンテ,Val de Infante
cru,クリアー,Clear
range,レンジ,Range
sobredos,ソブレードス,Soburedosu
fumosus,フモサス,Fumosasu
noble,トランブレ,Tremblay
terrazas,ロス,Loss
dureuil,レ,Le
giscours,プライス,Price
perse,ペレス,Perez
ripo,ポ,Po
apicella,コッリ,Colli
du,ボディ,Body
charnieres,シャルニエール,Shall Barbanniers
tomas,トーマス,Thomas
fortmanel,マネル,Maner
eximium,エクシミウム,Ekushimiumu
rare,エクストラレア,Extra Rare
castillo,フュステル,Fu~yusuteru
haute,シャトー,Chateau
terrasola,テラソーラ,Terasora
clos,カザル,Casal
saffirio,サッフィーリオ,Saffirio
fascadale,ファスカデール,Fasukaderu
florentino,フロレンティーノ,Florentino
kirin,ブラウン,Brown
niagara,ナイアガラ,Niagara
gibourg,ルージュ,Rouge
torbe,トルベ,Torube
monopole,ポレ,Pollet
matured,マディラ,Madeira
vander,ヴァンデール,Van Dale
egrave,ジュヴレイ,Juvurei
sadoya,サドヤ,Sadoya
se,ロッソ,Rosso
dor,コンクールゴールドメダル,Competition Gold Medal
britannia,ブリタニア,Britannia
fongaban,フォンギャボン,Fongyabon
buffalo,バッファロー,Buffalo
sur,ルイ,Louis
sommerberg,ソンメルベルグ,Sonmeruberugu
auf,アウフ,Auf
avon,エイヴォン,Avon
landron,ロン,Ron
granacha,グラナッチャ,Guranatcha
plonk,プロンク,Pronk
central,ヴァレセントラル,Valle Central
julienas,ジュリエナス,Julienas
marie,マリ,Mali
st,レット,Rhett
huasa,ウアサ,Uasa
sale,エール,Yale
alto,ロートシルト,Rothschild
ko,コー,Coe
lellerino,ラ,La
pierremarie,プリムール,En primeur
vo,バー,Bar
carpino,カルピノ,Karupino
super,エイプリル,April
doriane,ドリアーヌ,Dorianu
vilafonte,ヴィラフォンテ,Villa Fonte
sagrantino,サグランティノ,Sagurantino
twins,ツインズ,Twins
durell,デュレル,Durel
menetou,マルタン,Martin
vezzoli,ゼロ,Zero
feita,フェイタ,Feita
fiorile,フィオリーレ,Fiorire
cormons,コルモンス,Cormons
les,セ,Se
die,ド,Do
federspiel,フェダーシュピール,Feder Gerhard Peel
weemala,ウイマーラ,Uimara
tinto,ヴィーニャオンダティント,Vee Nha Onda Tinto
grain,グレーン,Grain
finest,ファイネスト,Finest
ornato,オルナート,Ornato
pichler,ピヒラー,Pichler
sale,サラ,Sara
il,ロ,Russia
confrerie,コンフレリー,Konfureri
orowines,オロワインズ,Orowainzu
eaton,イートン,Eaton
mgordon,ゴードン,Gordon
ghibellino,ギベッリーノ,Giberrino
tidone,ティドーネ,Tidone
arini,アリーニ,Arini
lieben,ベン,Ben
luan,アン,Anne
on,ピノ,Pino
eric,エリック,Eric
tronken,トロッケン,Trocken
damiano,ドミアーノ,Domiano
tardiva,タルディヴァ,Tarudivu~a
tierra,ティエラ,Tierra
bourgueil,ジュール,Jules
collier,ラ,La
selectionwhite,ホワイト,White
winechateaucamensac,カマンサック,Camensac
ciapin,チャピン,Chapin
chambertin,シャンベルタンオー,Chambertin O
celine,セリーヌ,Celine
lee,バレル,Barrel
lorenzo,ロレンソ,Lorenzo
mmm,ムムム,Mumumu
cellar,カセドラル,Cathedral
toscana,トススカーナ,Tosusukana
goldert,ゴールデルト,Goruderuto
di,ダイ,Die
cremee,クレム,Clem
pig,ピッグ,Pig
ariki,アリキ,Aliki
alois,アロイス,Alois
fermented,バリックファーメンテッド,Barrick fermentans Ted
helms,ヘルムズ,Helms
sam,オススメ,Recommended
asili,バローロ,Barolo
maucaillou,ムーリ,Muri
clarendell,クラレンドル,Kurarendoru
salvalai,サルバライ,Sarubarai
schlossberg,カイゼルスベルグ,De Kayserberg
calos,カロス,Karos
poste,ラポスト,Raposuto
yoshiki,ワイバイヨシキ,Waibaiyoshiki
italia,イタリア,Italy
volver,ヴォルヴェール,Voll veil
trail,コパートレイル,Copper Trail
kakeru,カケル,Kakeru
charite,シャリテ,Charité
noir,アル,Al
laxasval,ヴァル,Val
chevallier,バール,Bar
beausite,ボーシット,Boshitto
gimblett,ギムブレット,Gimuburetto
felino,カベルネ,Cabernet
clac,エリック,Eric
nera,ネーラ,Nera
turner,レ,Le
trossecco,トロセッコ,Torosekko
pinot,ワイナート,Wainato
dut,ドゥット,Do~utto
dant,ダント,Setup
sessantanni,セッサンタアンニ,Set Santa Anni
relentless,リレントレス,Relentless
commanderie,コマンダリー,Komandari
chambertin,マグナムボトル,Magnum bottle
port,グレート,Great
nuitsblanches,ブランシュ,Blanche
boscarelli,ボスカレッリ,Bosukarerri
spatburgunder,シュペトブルグンダー,Gerhard Petri Burg down Zehnder
castellano,カステラーノ,Castellano
et,ブドリオット,Budoriotto
asti,ダスティ,Dusty
crus,クラッセ,Classe
pas,セ,Se
loachausses,エシェゾー,Eshezo
nabuchodonozor,ナビュコドノゾール,Navi ~Yu codon Roh Orres
renoir,セッラデナリ,Serradenari
lalou,ラロール,Raroru
kirkwakk,オーク,Oak
rattlesnake,ラトルスネイク,Rattle snake
perlato,イタリア,Italy
rouzan,ローザン,Lauzun
istriana,イストゥリアーナ,Chair-to-Rihanna
palmas,マス,Trout
zamo,ザモ,The model
praemia,プラミア,Puramia
wurzburg,ヴュルツブルガー,Vu~yurutsuburuga
reserve,ラベル,Label
bonne,ボンヌ,Bonne
brut,アルテ,Arte
irpinia,イルピーニア,Irupinia
pora,ポーラ,Paula
muntada,ムンタダ,Muntada
cavalier,ブライ,Bri
familiar,ファミリア,Familia
nounoubeau,ヌーヌーボー,Nunubo
fili,フィリ,Philippines
cristo,スト,Strike
men,メン,Meng
chevalier,ルイ,Louis
veneranda,ヴェネランダ,Vu~eneranda
cazanove,ノヴァ,Nova
classe,コス,Kos
brolo,ロ,Russia
gommerie,ゴムリー,Gomuri
cellier,ベル,Bell
icaro,ヴァルポリチェッラ,Valpolicella
premium,プレミアム,Premium
red,ウッド,Wood
bernardine,ベルナルディン,Bernardin
ocirc,シルク,Silk
hill,ロ,Russia
bruni,ブルーニ,Bruni
rose,ス,Scan
napoleon,ナポレオン,Napoleon
piccolomini,ピッコロミーニ,Piccolomini
traveller,トラヴェラー,Toravu~era
dubl,ダブル,Double
gevurtztraminer,ゲヴュルツウトラミナー,Gain Vue Le-to-tiger seminars
fevre,フェーブル,Fevre
palco,イルパルコ,Iruparuko
pouletpere,パル,Pal
janus,ナス,Eggplant
rouergue,ルエリグ,Ruerigu
vine,ヴァン,Van
rablay,ヴイニョーブル,Vuinyoburu
rcp,クープ,Coop
lusint,ルーシント,Rushinto
ac,パルナック,Parunakku
innocent,イノセント,Innocent
easypack,イージーパック,Easy Pack
lorme,ロルム,Rorumu
indian,インディアン,Indian
beaute,ボーテ,Bothe
nvporta,ポルタ,Porta
chemin,シェマン,Sheman
grencadam,グレンカダム,Gurenkadamu
boydcantenac,カントナック,Cantenac
pondal,ポンダル,Pondaru
borderie,ボルドリー,Borudori
hills,リース,Lease
clementine,クレモンティーヌ,Clementine
et,ジャネット,Janet
nicolini,ニコリーニ,Nikorini
miselle,ミゼル,Mizell
trotereau,トロテロー,Torotero
peirson,ピアソン,Pearson
roger,フルール,Fleur
frank,フランク,Frank
field,ブルームスフィールド,Bloom scan field
almaviva,アルマヴィヴァ,Alma Viva
vernaccia,ロッカ,Rocca
os,オーエス,Pseudorabies
rauzangassies,クラッセ,Classe
fonterutoli,フォンテルトリ,Fonterutori
fontenil,フォンテニール,Fonte Neil
singlemalt,シングルモルト,Single malts
veo,ヴェオ,Vu~eo
distilleries,ディスティラリーズ,Di Stila Leeds
castra,トラ,Tiger
ernst,エルンスト,Ernst
chien,シナン,Sinan
pivier,ピヴィエール,Pivu~ieru
charles,チャールズ,Charles
siberie,シベリ,Siberia
cases,カース,Carse
vina,カベルネソーヴィニヨン,Cabernet Sauvignon
blend,ヴィントナーズブレンド,Vintners Blend
erdbeerschaumwein,シャウムワイン,Shaumuwain
navarre,ナヴァール,Navarre
bandol,ドール,Dole
rustico,ルスティコ,Hotel Rustico Laax
montre,モントル,Montoru
like,レイク,Lake
leognan,オーナー,Owner
vino,ヴィノー,Vinoh
reve,レイヴ,Leif
carinena,ウノ,Uno
pedesclaux,ペデスクロゥ,Pedesukuro~u
heitz,ハイツ,Heights
mahi,マヒ,Paralysis
rubeo,ルベオ,Rubeo
meritage,メリタージュ,Meritaju
sours,セ,Se
les,フィッセ,Fisse
oberto,オベルト,Oberto
bergerie,ベルジュリ,Berujuri
jennie,ジェニー,Jenny
vignes,レゾナンス,Resonance
agnes,フランス,France
luv,ルッヴ,Ru~tsuvu
tavola,ヴィーノダターヴォラ,Vino da ter Tarnovo La
brewer,ノワール,Noir
fladgate,フラッゲート,Flat gate
doca,ドカ,Cathodic
lemeal,ルメアル,Rumearu
hogshead,ポートホグスヘッド,Port hog scan head
blanc,オルキニー,Orukini
parmoleto,パルモレット,Parumoretto
ravello,ラヴェッロ,Ravello
sereine,セレン,Selenium
adelberg,エイデルバーグ,Eiderubagu
cru,アルロー,Aruro
burle,メルロ,Merlo
organza,オルガンサ,Orugansa
natural,ナチュラルモルト,Natural malt
chenu,シュヌ,Chene
vergelesses,ヴェルジュス,Verjuice scan
fossati,フォッサティ,Fossa tee
wine,ナイン,Nain
isidora,イシドラ,Isidora
gaston,プレゼント,Present
boekenhoutskloof,ブーケンハーツクルーフ,Bouquet down Hearts clock roof
jacopo,ジャコポ,Jacopo
sirene,ブラン,Blanc
lyaskovets,リヤスコヴェッツ,Riyasukovu~ettsu
les,ブルソー,Boursault
nv,ヌーヴォ,Nouveau
castoro,カストロ,Castro
rstr,ライヒスラート,Reichsbank alert
libres,クローズ,Close
herrbert,ベルト,Belt
egeo,エゲオ,Egeo
dad,ダッド,Dadd
creches,クレシュ,Kresh
siciliane,トンナーラ,Tonnara
nv,ドリアノーヴァ,Dolianova
littlemill,シングルモルト,Single malts
ab,ラボー,Rabaut
custine,キュスティーヌ,Kyusutinu
colonne,ネ,Ne
torre,ラ,La
leflaiv,ルフレーヴ,Rufurevu
roble,ロブレ,Roble
command,コマンド,Command
tera,テラ,Terra
william,プルミエ,Premier
castel,イタリア,Italy
flegrei,フレグレイ,Flegrei
jou,ジュエ,Jue
chivas,シーバスブラザー,Chivas Brother
frei,フライ,Fly
br,ブリオ,Brio
maiden,メイデン,Maiden
salmon,モン,Mon
un,ドゥン,Dun
valmur,ベレール,Belaire
ouriet,ウーリエブリュット,Wu Rie Brut
groove,グルーヴ,Groove
amarone,アマローネ,Amarone
eilean,ナンイーラン,Nan'iran
compression,センス,Sense
albarin,アルバリン,Arubarin
thompson,トンプソン,Thompson
karana,カラナ,Karana
knoll,メルロ,Merlo
paski,スキ,Love
grapes,グレープス,Grapes
german,マン,Man
clos,クラス,Class
st,ニュースピリッツ,New spirits
noella,ラ,La
rcp,ボコパ,Bokopa
moscato,マスカット,Muscat
cappella,カッペッラ,La Cappella
ricasoli,ソリ,A sled
aquitaine,ムートン,Mouton
labl,ラベル,Label
acre,カイリ,Kairi
muller,ヴァッレ,Valle
nelson,ネルソン,Nelson
paradiso,パラディーゾ,Paradiso
duarte,ドゥアルテ,Duarte
fourrier,ロー,Low
vv,ビオ,Biot
nevis,ベンネヴィス,Ben'nevu~isu
santa,フリッツァンテ,Furittsu~ante
mazis,ベーズ,Baize
alejandro,アレハンドロ,Alejandro
vieille,サラ,Sara
louise,ルイズ,Louis
grouse,フェイマスグラウス,Famous Grouse
rvb,カビ,Mold
desafio,エルデサフィーオ,Erude Safi o
bonville,ベル,Bell
andalus,アンダルス,Andalus
guardiola,グアルディオーラ,Guardi aura
scoch,スコッチ,Scotch
wine,アナ,Ana
noir,ピノネーロ,Pinonero
feral,フェラル,Feral
kostas,コスタス,Kostas
mandorlo,マンドルロ,Mandorlo
aurora,アウローラ,Aurora
reserva,ドリベイラ,Doribeira
bannstein,バンシュタイン,Van Stein
vs,セ,Se
notte,ノッテ,Notte
occigabi,オチガビ,Ochigabi
mons,モンス,Mons
salus,サルース,Salus
racines,フランス,France
uuml,ローリー,Raleigh
schisteux,シストゥ,Shisuto~u
reserve,コラボラベル,Collaboration label
das,オーダス,Odus
violaine,ヴィオレーヌ,Vu~iorenu
sirmian,ミン,Min
milieu,メルロー,Merlot
off,ファイエ,Faie
speciale,スカル,Skull
morando,モランド,Molland
cote,コータ,Coater
casilla,ラ,La
chaintre,シェントレ,Shentore
marc,マルク,Marc
bailly,クリュ,Cru
noir,ファルレニア,Farurenia
orivier,ルフレーヴ,Rufurevu
type,キャップ,Cap
la,フルール,Fleur
boire,ボウル,Bowl
bea,ベア,Bear
rivers,スリーリバース,Three Rivers
tempranillo,デルメラ,Derumera
puteus,プテウス,Puteusu
quintas,キンタス,Kintasu
aquavitae,アクアヴィタエ,Akuavu~itae
cerasuolo,チェラスオーロ,Cherasuoro
gallery,ギャラリー,Gallery
cru,ルー,Lou
negroamaro,アマーロ,Liqueurs
santomaso,サントマーゾ,Santomazo
rcp,カポ,Capo
la,ルール,Rules
bassa,バッサ,Bassa
cosmato,コスマート,Kosumato
reserve,ヴィラ,Villa
caravaglio,カラヴァリオ,Karavu~ario
amethystos,アメジストス,Amethyst scan
carignan,カリグナン,Karigunan
savignylesbeaune,サヴィニ,Savigny
falerio,ファレリオ,Farerio
it,セット,Set
nardello,ナルデッロ,Naruderro
dld,レッド,Red
boll,ボル,Bolu
chamboll,ボール,Ball
dotto,ドット,Dot
lorigine,ロリジンヌ,Rorijin'nu
lohrer,ローラー,Roller
rapeneau,ラペノー,Rapeno
arnevel,アルヌベル,Arunuberu
perla,ペルラ,Perla
inzolia,インソリア,Insoria
meal,レ,Le
viader,プロプライエタリーレッド,Proprietary Red
lintenperelle,ラントンプレル,Rantonpureru
derbes,ダービース,Dabisu
prefere,プレフェレ,Purefere
air,ルイ,Louis
bibono,ヴィーノ,Vino
lavia,ラヴィア,Moravia
co,セッコ,Secco
dabruzzo,プライス,Price
omc,オーク,Oak
eisewin,ワイン,Wine
fleuron,フルロン,Fururon
lam,ラム,Lamb
neore,ネオール,Neoru
marsanneroussanne,マルサンヌ,Marsanne
jouan,ジュンアン,Jun'an
castelli,スペリオーレ,Superiore
toma,トーマ,Thoma
rouge,ルジェ,Rouget
hautbrion,ブラン,Blanc
ivana,イヴァーナ,Ivu~ana
familial,アル,Al
cru,カレ,Carre
sanz,サンス,Sanz
sp,ペ,Bae
dauzac,ドーザック,Dozakku
potrero,ポトレロ,Potrero
nouveau,ボジョレーヌーボー,Beaujolais Nouveau
spago,スパゴ,Spago
las,シャトーレオヴィルラスカーズ,Chateau Leo Ville Las Cars
antillo,アンティッロ,Antirro
ronchi,フレンチ,French
tondonia,トンドニア,Tondonia
burns,バーンズ,Burns
crozess,クローズ,Close
hautmoulin,ムーラン,Moulin
tera,テーラ,Thera
tnmpranillo,アル,Al
cardos,カルドス,Karudosu
trifula,フラ,Hula
minor,カリフォルニア,California
mendes,メンデス,Mendes
rocepine,ロケピーヌ,Rokepinu
coach,オールドコーチ,Old Coach
allan,アラン,Alan
streak,ニッケル,Nickel
canteloup,カントループ,Canteloup
rutilia,ルティリア,Rutiria
jensen,ジェンセン,Jensen
foradori,ファラドーリ,Faradori
fleur,フルーリー,Fleury
cordillera,コルディエラ,Cordillera
filipetti,フィリペッティ,Firipetti
passo,リパッソ,Ripasso
nv,ジャンニエーヴ,Gianni Evu
montecucco,モンテクッコ,Montekukko
zone,ランソン,Lanson
carmignano,アン,Anne
annunziata,プレゼント,Present
charles,ゼロ,Zero
bolee,ボッレ,Bolle
gebiets,ドイツ,Germany
pri,リア,Rear
trinchi,トリンチ,Torinchi
capoeira,カポエイラ,Capoeira
pinoterie,ピノトリ,Pinotori
muller,ライ,Lai
fauqette,フォケット,Foketto
negra,ネグレ,Negret
rom,ロム,Lom
denis,ボンヌゾー,Bon'nuzo
canelli,カネッリ,Canelli
convalmore,スモール,Small
inspiree,アンスピレ,Ansupire
petillant,カトリーヌ,Catherine
cru,リモリケ,Rimorike
mario,マリオ,Mario
fr,フィル,Phil
boca,ボカ,Boca
bio,ヌーヴォ,Nouveau
apicella,コーラ,Coke
chapelle,クレール,Clair
galerne,ガレルヌ,Garerunu
sacres,ロゼ,Rose
trousseau,クルソ,Kuruso
produttori,プロデユットーリ,Purodeyuttori
digna,ディグナ,Diguna
giulia,ジャッラ,Jarra
tettineive,テッティネィヴェ,Tettine~ivu~e
heaven,ホースヘヴン,Horse Heaven
frionnes,サン,San
mill,ブルー,Blue
willam,ウィリアム,William
gva,バイイ,Bailly
tresures,ストラスアイラ,Strasburg Ira
chambolle,ボール,Ball
organico,オルガニコ,Oruganiko
santa,サンタ,Santa
sine,ノン,Non
ranch,マドローナランチ,Mado Lorna lunch
rubbie,ルッビエ,Rubbie
vibio,ヴィビオ,Vu~ibio
souvenir,スーヴェニール,Suvu~eniru
sitare,シタレー,Shitare
glenlivet,ブレイズオブグレンリリベット,Blaze of Glenridding rivet
menfi,メンフィ,Menfi
cask,セレクトカスク,Select cask
dellorino,デッロリーノ,Derrorino
angel,アンジェル,Angeles
hlsdu,スライド,Slide
gobelsburg,ガイズベルグ,Gaizuberugu
aoc,ドク,Doc
cru,レクレール,Leclerc
aetneus,アエテネウス,Aeteneusu
failla,イラ,Ila
delicato,デリカート,Delicato
ofelio,オフェーリオ,Oferio
sandrone,サンドロネ,Sandorone
lopez,ロペス,Lopez
bronca,ブロンカ,Buronka
vacouver,クラブ,Club
daoste,ダオスタ,Aosta
wittersheim,ウィッターシェイム,Witter Shame
ledoyen,カリニャン,Carignan
iwine,ワイン,Wine
maharis,マハリス,Maharisu
good,グッド,Good
la,ルー,Lou
roses,ローゼズ,Roses
destournel,コスデトゥルネル,Kosudeto~uruneru
bernaj,ベルナジ,Berunaji
vinalies,ヴィナリス,Vu~inarisu
averous,クラッセ,Classe
lenvol,レンヴォル,Ren'vu~oru
rougesous,スー,Sue
vila,アルバロ,Alvaro
napaangel,エンジェル,Angel
gastaldi,ガスタルディ,Gastaldi
finesse,フィネス,Finesse
beastie,ビースティ,Beastie
murvuedro,ムルビエドロ,Murubiedoro
yorkville,ローラー,Roller
filtre,ボトル,Bottle
sestante,セスタンテ,Sesutante
cornas,ルネッサンス,Renaissance
garde,ボルドー,Bordeaux
capovolto,カポヴォルト,Kapovu~oruto
stolpman,ストルプマン,Sutorupuman
sunshine,サンシャイン,Sunshine
extra,イタリア,Italy
mignel,エンジェル,Angel
veltliner,ヴェルトリーナー,Veltliner
cialdini,チャルディーニ,Cialdini
barbeito,バーベイト,Babeito
cellaro,ネレッロ,Nererro
natale,ブオンナターレ,Buon'natare
privilege,プリヴィレッジ,Privilege
pizzulin,ピズリン,Pizurin
ne,イン,In
connetable,コネタブル,Connetable
borderon,ボルドロン,Borudoron
pereira,ペレイラ,Pereira
ac,メドック,Medoc
pargua,パルグア,Parugua
pataille,ロ,Russia
hure,フレール,Frere
blair,ブレア,Blair
sauvageonne,ソヴァジョンヌ,Sovu~ajon'nu
waterstone,ストーン,Stone
peerless,ピアレス,Peerless
mill,ミル,Mill
champelrose,シャンプルローズ,Shan pull Rose
alfred,アルフレッド,Alfred
lecette,セット,Set
amber,ダブル,Double
goodwine,グッドウィン,Goodwin
il,フォルリ,Forli
almara,アルマラ,Arumara
costoliso,コストリソ,Kosutoriso
henrri,アンリ,Henri
depardon,デパードン,Depadon
clone,カロン,Karon
ours,ウルス,Urs
mes,メス,Metz
tavel,タヴェル,Tavel
goiya,ゴヤ,Goya
portgal,ポルトガル,Portugal
botani,ボタニ,Botani
ducrubeaucaillu,クール,Cool
extra,クリスタル,Crystal
duero,デル,Dell
othello,オテロ,Otero
blane,ブラン,Blanc
crau,クラウ,Krag
rincon,リンコン,Rincon
eacute,ミット,Mitt
wine,エネ,Energy
cappelli,カペッリ,Kaperri
roumier,ラ,La
vallee,ヴァル,Val
klur,クリュール,Kuryuru
soliko,ソリコ,Soriko
boudin,ブーダン,Boudin
agricola,カヴァッレーリ,Kavu~arreri
giulietta,ジュリエッタ,Julieta
kaapse,カープス,Kapusu
boschis,キス,Kiss
scottish,スコティッシュ,Scottish
glenallach,グレンアラヒー,Guren'arahi
valldolina,バルドリーナ,Barudorina
pelee,ピーリー,Peery
cruiser,ラ,La
tandem,タンデム,Tandem
no,ペニン,Pennine
colllioure,ブルー,Blue
lieser,カプセル,Capsule
surpass,パス,Path
budureasca,ブドレアスカ,Budoreasuka
caroline,カロリーヌ,Caroline
roccato,ロッカート,Lockhart
canossa,カノッサ,Canossa
taft,タフト,Taft
terra,オリエ,Ollier
igt,セッテ,Sette
seule,スール,Sur
riserva,ヴェーレ,Vu~ere
russian,ピアソン,Pearson
paarl,パール,Pearl
rpc,パック,Pack
sa,サ,Sa
zone,アブサン,Absinthe
camensac,カマンサック,Camensac
drink,ドリンク,Drink
casar,カサール,Casal
lade,オールド,Old
rochetta,ロケッタ,Rocchetta
single,オリジナル,Original
jimenezlandi,ランディ,Randy
royal,ロワイヤル,Royale
austraria,ロー,Low
bressades,ロゼ,Rose
vat,ヴァット,Vu~atto
mar,マル,Maru
argila,アルジラ,Algila
ring,リング,Ring
denis,フィネス,Finesse
ydkgtk,トカイ,Tokaj
couhinslurton,リュルトン,Ryuruton
brut,インテロット,Intel lot
george,ニュイサンジョルジュ,Nuits-Saint-Georges
glenburgie,グレンバギ,Gurenbagi
torres,フロラリス,Furorarisu
goya,ゴヤ,Goya
craig,クレイグ,Craig
sprit,スピリット,Spirit
cappellano,カッペラーノ,Kapperano
lebon,ボーヌ,Beaune
viranel,ヴィラネール,Vu~iraneru
macphailmacduffconnoisseurschoice,ボトラーズウイスキーシングルモルトスコッチ,Bottlers whiskey Single Malt Scotch
bank,オルファンバンク,Ol fan bank
emilia,マリア,Maria
pegoes,デペゴエス,Depegoesu
de,デー,Day
vialliere,ヴァリエール,Vary Yale
flauta,フラウタ,Furauta
beni,ベニ,Beni
il,カステラーレ,Kasuterare
nue,ノン,Non
suenen,シュエナン,Shuenan
philippe,フィリプ,Filip
masante,マサンテ,Masante
fronton,トン,Ton
vescovo,ヴェスコヴォ,Vu~esukovu~o
dupatis,デュパティス,De~yupatisu
cosdestournel,デストゥルネル,Desuto~uruneru
ciotoli,チョットリ,Chottori
mason,メーソン,Mason
bourgogne,ルジューヌ,Rujunu
ragose,ラゴーゼ,Ragoze
viognier,バーキングオウル,Barking Oulu
finale,フィナーレ,Finale
reserve,リゼルヴ,Rizeruvu
scansano,スカンサーノ,Scansano
proprieta,プロプリエタ,Puropurieta
hungerbiene,シルヴァーナー,Sylvaner
majas,マジャス,Majasu
june,ランキング,Ranking
metauro,メタウロ,Metauro
mage,マージュ,Maju
cupa,クパ,Kupa
cru,リー,Lee
cru,コル,Coll
salta,サルタテラ,Sarutatera
barr,バール,Bar
marca,マルーカ,Maruka
rim,リム,Rim
piceno,トスカーナ,Tuscany
do,アルデア,Aldea
happiness,ハピネス,Happiness
lange,ランジュ,L'Ange
uves,ウヴェス,Uvu~esu
springs,スプリングス,Springs
conca,コンカ,Conca
raoul,レ,Le
paveil,パヴェイル,Pavu~eiru
noir,ロー,Low
gevrey,グリヨ,Guriyo
trim,トリム,Trim
tarletti,タルレッティ,Taruretti
villa,ウリ,Uri
comedie,コメディ,Comedy
burgondia,ブルゴンディア,Burugondia
badiola,バディオラ,Badiora
gramolere,レグラモレーレ,Reguramorere
sorbara,ソルバーラ,Sorubara
label,ヴァレ,Vallee
matta,マッタ,Matta
pouillyfuiss,フュイッセ,Fuisse
stpierre,ピエール,Pierre
malle,マル,Maru
mido,ミド,Bromide
guillot,エクストラ,Extra
antoine,モンタニー,Montagny
vecchia,ベラーチェ,Berache
superiore,ヴァルポリチェッラ,Valpolicella
valentini,ヴァレンティーニ,Valentini
lulunne,アン,Anne
gutturnio,グットゥルニオ,Gutto~urunio
rocco,ロッカ,Rocca
br,ダーヴォラ,Davu~ora
augusto,アウグスト,Augusto
voiran,ヴォアラン,Vu~oaran
les,レザンブラゼ,Rezanburaze
saint,サンカント,Sankanto
grati,グラート,Gladbeck
via,ヴィア,Via
decanter,シグナトリー,Shigunatori
brieu,ルー,Lou
arriba,アリーバ,Ariba
louis,ザムルーズ,Zamuruzu
stralustro,ストラルストロ,Sutorarusutoro
guita,ギータ,Gita
cazes,サイズ,Size
romans,ロマンス,Romance
didon,ディドン,Didon
caleta,カレタ,Caleta
br,ヴィッラ,Villa
le,トリプル,Triple
clochers,クロシュ,Cloche
crossing,クロッシング,Crossing
argillieres,アルジリエール,Argi Villiers
do,デ,De
aureliens,フランス,France
fortia,フォルティア,Folder Tear
arbarei,アルバレイ,Arubarei
sorsola,オルゾーラ,Oruzora
ac,クー,Koo
seule,スル,Sul
la,リー,Lee
biancara,ビアンカーラ,Biankara
forgeile,ラ,La
dane,ダーヌ,Danu
caost,ソノマコースト,Sonoma Coast
zuliani,ズリアーニ,Zuriani
filippo,フィリッポ,Filippo
rober,ベル,Bell
parantoux,パラントゥー,Paranto~u
fosilini,フォシリーニ,Foshirini
vinedo,ヴィニエド,Vu~iniedo
das,ドス,Dos
vermentino,ヴェルメンティーノ,Vermentino
walla,ワラワラヴァレー,Walla Walla Valley
glendeveron,グレンデュヴェロン,Glen du Véron
oroya,オロヤ,Oroya
cellier,エール,Yale
cazamatta,カザマッタ,Kazamatta
baptiste,バティスト,Baptiste
premi,リムー,Limoux
catalans,フランス,France
ruton,リュトン,Rhyton
asti,アスティ,Asti
rascassas,ラスカサス,Rasukasasu
terral,テラル,Terral
yankees,ヤンキース,Yankees
dete,デテ,Detemir
lemenicier,コル,Coll
quebrada,ケブラダ,Quebrada
veltliner,フェルトリーナー,Lina felt over
nearco,ネアルコ,Nearco
aretino,アレティノ,Aretino
ellen,ポートエレン,Port Ellen
malt,イチローズモルト,Ichiro's Malt
mint,ミント,Mint
gufo,グーフォ,Gufo
marine,ブラン,Blanc
peak,ガイザーピーク,Geyser Peak
chave,シャヴ,Shavu
mme,マダム,Madam
novementi,ノヴェメンティ,Novu~ementi
monastir,モナスティール,Monastir
erbes,エルベス,Erubesu
